ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
CUS_0x00225a,CUS_00008794,August,Judy Jackson,55,322-14-3998,Entrepreneur,15084.92,1460.5,1,2,12.89,1,Payday Loan,14,2,64.39481486760273,9,Standard,22851.49,2.98,69,No,287.49,8.15,High_spent_Medium_value_payments,177.44,Poor
CUS_0x00225b,CUS_00008795,September,Brianna Edwards,20,344-63-8450,Artist,34046.76,3380.8,3,1,8.43,0,Student Loan,2,4,4.189724947161089,2,Standard,54412.47,77.04,106,Yes,644.26,578.83,High_spent_Medium_value_payments,449.86,Standard
CUS_0x00225c,CUS_00008796,March,Victoria Sanchez,66,298-47-6222,Artist,140760.82,12570.48,3,3,16.58,2,Personal Loan,24,3,22.886845758526306,4,Bad,250479.82,86.44,251,No,2896.41,3546.51,High_spent_Medium_value_payments,2628.87,Poor
CUS_0x00225d,CUS_00008797,September,Jake Brown,53,062-18-4598,Manager,33640.5,3240.83,2,4,12.63,4,Personal Loan,1,3,-32.48216476101388,4,Standard,45484.8,41.15,174,No,309.78,490.16,High_spent_Medium_value_payments,1563.37,Standard
CUS_0x00225e,CUS_00008798,October,Colleen Smith,34,116-27-1080,Lawyer,9990.14,737.79,1,3,13.61,1,Home Equity Loan,14,0,89.71314796893176,0,Bad,2524.68,21.21,168,Yes,46.81,85.85,Low_spent_Small_value_payments,-220.37,Standard
CUS_0x00225f,CUS_00008799,November,Eric Parker,73,086-37-4069,Accountant,15783.71,1522.19,1,2,24.14,2,Credit-Builder Loan,57,1,66.15463027344106,3,Bad,21904.21,6.22,267,Yes,794.41,325.12,Low_spent_Large_value_payments,14.61,Poor
CUS_0x002260,CUS_00008800,May,John Gregory,43,694-04-6084,Sales,41558.21,3247.22,5,3,23.51,3,Credit-Builder Loan,26,2,78.51254476713095,8,Standard,16310.59,75.43,60,Yes,387.66,811.35,High_spent_Large_value_payments,1338.96,Standard
CUS_0x002261,CUS_00008801,May,Terry Taylor,31,137-62-7771,Nurse,63674.23,5133.23,1,5,15.34,1,Payday Loan,4,0,19.19748951164813,6,Good,45600.44,38.07,210,Yes,1852.45,227.87,Low_spent_Small_value_payments,-1603.71,Standard
CUS_0x002262,CUS_00008802,October,Matthew Simmons,41,759-40-9231,Other,23970.07,2170.93,1,3,18.31,1,Home Equity Loan,15,1,57.86377916305875,1,Good,30668.82,12.6,292,Yes,605.96,25.02,High_spent_Large_value_payments,-310.98,Standard
CUS_0x002263,CUS_00008803,December,Marcus Santos,26,628-75-8490,Sales,4447.97,431.31,1,2,15.76,0,Home Equity Loan,6,3,96.11407413127205,8,Good,4316.83,0.68,29,No,208.59,126.32,Low_spent_Medium_value_payments,-27.46,Poor
CUS_0x002264,CUS_00008804,November,Melissa Bell,56,688-76-7145,Other,30399.14,2941.43,2,3,6.39,2,Personal Loan,28,2,36.526799449709145,2,Standard,55509.55,13.2,299,Yes,450.09,326.45,Low_spent_Small_value_payments,-16.83,Standard
CUS_0x002265,CUS_00008805,October,Elizabeth Brown,57,357-02-7338,Student,39571.28,3712.13,3,2,20.08,1,Auto Loan,20,1,61.474990426776046,0,Standard,46353.89,23.43,90,Yes,1468.95,753.21,Low_spent_Small_value_payments,-355.73,Poor
CUS_0x002266,CUS_00008806,June,Rachel Montgomery,28,390-58-2751,Other,14787.37,1115.11,3,3,12.12,0,Debt Consolidation Loan,2,2,-20.125069605428397,3,Standard,16880.44,55.06,16,No,148.17,321.2,High_spent_Medium_value_payments,-144.64,Standard
CUS_0x002267,CUS_00008807,December,Michelle Lee,52,579-53-8291,Lawyer,79907.0,6815.95,1,3,7.35,0,Debt Consolidation Loan,6,3,2.8856396719163087,5,Standard,91923.34,57.69,221,Yes,274.96,148.79,High_spent_Small_value_payments,-2585.42,Standard
CUS_0x002268,CUS_00008808,August,Andrew Wilson,40,109-79-4632,Doctor,8039.39,782.57,3,2,6.5,0,Personal Loan,9,2,95.89429967406511,4,Bad,3977.89,20.87,122,No,344.22,133.63,High_spent_Small_value_payments,-328.44,Standard
CUS_0x002269,CUS_00008809,January,Mr. Travis Kelly Jr.,24,047-13-1083,Other,36532.71,3252.39,3,2,23.76,0,Home Equity Loan,4,4,-48.568639297520335,3,Standard,17938.0,96.7,238,Yes,864.99,704.9,High_spent_Small_value_payments,96.4,Good
CUS_0x00226a,CUS_00008810,August,Ryan Decker,20,835-02-4620,Lawyer,5352.51,520.37,2,3,7.29,2,Personal Loan,15,3,74.92208272063193,5,Bad,2209.76,80.18,180,Yes,39.67,43.37,High_spent_Medium_value_payments,14.05,Standard
CUS_0x00226b,CUS_00008811,February,Tyler Wood,27,584-93-3661,Nurse,16740.86,1178.59,2,1,17.0,0,Mortgage Loan,16,3,75.0795267448281,1,Bad,3837.24,1.98,126,No,547.95,182.58,High_spent_Small_value_payments,-571.22,Standard
CUS_0x00226c,CUS_00008812,January,Mitchell Taylor,58,783-71-1405,Manager,31613.43,2926.34,1,2,11.56,0,Credit-Builder Loan,0,2,95.22186836720968,6,Good,21883.74,20.4,46,No,1523.93,436.73,High_spent_Small_value_payments,445.52,Standard
CUS_0x00226d,CUS_00008813,February,Crystal Rodriguez,38,077-56-6654,Lawyer,82257.1,6783.29,4,1,22.97,1,Mortgage Loan,17,3,78.50291696457631,9,Good,108849.69,77.64,195,Yes,1343.64,753.1,Low_spent_Small_value_payments,1541.67,Poor
CUS_0x00226e,CUS_00008814,September,Lisa Beck,34,315-87-5037,Student,23849.03,2138.59,2,4,19.52,0,Home Equity Loan,0,1,57.23956985606446,6,Bad,20286.31,15.24,11,Yes,470.27,134.7,High_spent_Small_value_payments,-284.05,Standard
CUS_0x00226f,CUS_00008815,December,Jennifer Tucker,22,500-15-1836,Teacher,11290.12,800.04,4,2,15.38,2,Home Equity Loan,6,3,-12.63573505375873,4,Good,18843.76,91.3,267,Yes,456.77,131.42,Low_spent_Large_value_payments,134.07,Standard
CUS_0x002270,CUS_00008816,September,Kelsey Robbins,64,339-09-1802,Nurse,66309.12,5708.65,3,1,23.38,0,Credit-Builder Loan,4,1,-14.782245928605661,6,Standard,90420.96,43.07,156,No,19.05,5.41,High_spent_Large_value_payments,-714.33,Poor
CUS_0x002271,CUS_00008817,September,Johnny Orr,66,132-31-9551,Other,38359.1,3580.04,5,2,10.21,1,Home Equity Loan,3,4,-15.794296407437805,1,Standard,14455.03,84.18,248,Yes,498.06,520.05,Low_spent_Large_value_payments,-911.56,Standard
CUS_0x002272,CUS_00008818,September,Craig Wilson,37,663-48-8451,Engineer,9262.34,859.37,1,2,16.02,0,Mortgage Loan,28,2,34.06904875461075,2,Good,12251.56,5.14,275,Yes,170.92,58.54,Low_spent_Small_value_payments,169.02,Standard
CUS_0x002273,CUS_00008819,June,Christopher Turner,38,216-52-2913,Sales,5787.34,430.96,2,4,15.23,1,Personal Loan,1,4,87.73778465045683,3,Good,3774.89,71.17,66,No,24.32,118.47,Low_spent_Large_value_payments,-197.29,Poor
CUS_0x002274,CUS_00008820,November,Elizabeth Robles,76,551-93-4680,Engineer,10527.52,888.49,1,5,23.01,0,Mortgage Loan,33,3,44.069612383299344,5,Standard,12145.08,70.28,126,Yes,364.52,130.62,High_spent_Small_value_payments,265.28,Poor
CUS_0x002275,CUS_00008821,May,Natalie Jefferson,19,457-09-4607,Nurse,58936.76,5614.39,2,2,17.0,0,Auto Loan,0,4,-20.605368490671914,3,Good,67268.78,48.76,119,Yes,2218.96,1558.76,Low_spent_Small_value_payments,-277.54,Standard
CUS_0x002276,CUS_00008822,September,Juan Reed,57,027-67-0378,Entrepreneur,18207.86,1605.52,1,1,5.81,0,Auto Loan,5,2,45.43911669841073,2,Standard,34695.23,68.71,71,Yes,702.24,128.63,High_spent_Large_value_payments,-383.18,Poor
CUS_0x002277,CUS_00008823,March,Michael Sims,37,070-64-8661,Engineer,19088.53,1745.44,1,2,5.85,2,Personal Loan,0,1,47.03773911159638,5,Standard,13621.12,89.52,246,Yes,217.67,180.8,Low_spent_Large_value_payments,522.94,Good
CUS_0x002278,CUS_00008824,September,Eric Williams,37,160-94-7985,Teacher,37806.02,3187.03,2,1,22.94,4,Personal Loan,8,2,-22.170934698776577,2,Standard,71205.05,63.39,98,Yes,1810.05,723.98,High_spent_Small_value_payments,-1477.83,Poor
CUS_0x002279,CUS_00008825,July,Patricia Guzman,72,175-36-5028,Sales,12573.65,958.22,2,3,19.78,0,Student Loan,0,2,-29.73227981162307,8,Bad,2771.14,18.2,270,Yes,461.33,258.91,Low_spent_Large_value_payments,-245.43,Good
CUS_0x00227a,CUS_00008826,April,Jessica Petersen,24,416-50-7009,Manager,25519.95,1793.01,4,4,24.07,2,Personal Loan,9,3,31.476273075658483,6,Good,31485.38,63.48,253,Yes,409.83,160.11,High_spent_Medium_value_payments,873.3,Standard
CUS_0x00227b,CUS_00008827,August,Donna Ryan,57,407-95-7513,Student,59123.36,4335.17,4,4,24.12,1,Student Loan,2,3,5.375455152368943,8,Standard,75304.61,78.15,103,Yes,2083.07,186.22,Low_spent_Small_value_payments,124.97,Poor
CUS_0x00227c,CUS_00008828,May,Joshua Jones,49,070-68-2766,Artist,23485.05,1835.86,4,4,17.81,2,Auto Loan,4,2,64.68241384995358,2,Standard,12671.16,27.59,132,Yes,165.16,538.26,Low_spent_Small_value_payments,-796.29,Good
CUS_0x00227d,CUS_00008829,May,Michelle Newman,76,303-58-7597,Teacher,20286.45,1726.76,2,1,18.47,0,Payday Loan,1,2,-47.49821128246101,4,Bad,6622.49,79.45,53,No,569.51,78.61,High_spent_Small_value_payments,660.51,Standard
CUS_0x00227e,CUS_00008830,June,Jason Compton,76,759-38-6143,Other,42438.01,3112.54,2,1,22.42,2,Home Equity Loan,2,4,-11.086086461180862,2,Standard,601.84,20.92,106,Yes,634.68,92.25,High_spent_Large_value_payments,-1322.36,Standard
CUS_0x00227f,CUS_00008831,April,Julie Young,34,249-83-1677,Other,9108.56,747.87,2,5,16.43,0,Payday Loan,8,0,38.38223962031542,6,Standard,17866.8,10.89,24,No,72.17,110.16,Low_spent_Large_value_payments,176.34,Poor
CUS_0x002280,CUS_00008832,March,Sandra Berger,66,108-41-6806,Engineer,29362.41,2337.61,1,0,13.68,0,Student Loan,5,0,63.04576962454664,6,Good,7046.71,41.98,230,No,790.18,493.14,Low_spent_Small_value_payments,354.56,Standard
CUS_0x002281,CUS_00008833,December,Scott Martinez II,71,344-36-5766,Nurse,42073.12,3435.17,5,3,6.06,4,Debt Consolidation Loan,9,2,3.1243115805143944,5,Standard,70097.08,31.0,185,Yes,735.0,133.2,High_spent_Medium_value_payments,-946.09,Poor
CUS_0x002282,CUS_00008834,July,Jeffrey Bryant,34,827-04-7542,Accountant,109737.91,7745.63,2,1,19.76,3,Student Loan,11,1,2.681807384839132,7,Good,104455.99,90.75,148,Yes,1016.42,2323.3,High_spent_Medium_value_payments,1640.13,Good
CUS_0x002283,CUS_00008835,February,Michelle Alvarez,35,453-83-0906,Engineer,4818.11,373.11,3,1,20.99,1,Debt Consolidation Loan,6,4,-38.4482511206721,7,Good,2867.72,62.39,12,Yes,50.89,88.67,High_spent_Small_value_payments,91.15,Standard
CUS_0x002284,CUS_00008836,January,Lynn Brooks,64,216-04-0323,Teacher,7567.87,649.56,4,5,12.32,1,Debt Consolidation Loan,5,1,21.704037611784074,3,Bad,8718.23,66.28,139,No,259.9,85.29,High_spent_Large_value_payments,204.62,Standard
CUS_0x002285,CUS_00008837,July,Craig Parsons,68,269-14-2480,Accountant,15837.31,1096.33,2,5,24.92,4,Home Equity Loan,10,3,45.67183770849637,6,Good,9863.64,53.37,240,Yes,484.7,117.37,Low_spent_Medium_value_payments,235.04,Poor
CUS_0x002286,CUS_00008838,October,Tyrone Matthews,30,112-82-3006,Lawyer,43596.73,3150.11,1,2,10.42,0,Auto Loan,3,4,33.621309690752184,7,Good,69130.13,5.64,51,Yes,1734.87,583.69,High_spent_Medium_value_payments,-1264.67,Standard
CUS_0x002287,CUS_00008839,November,Kristen Reyes,70,708-17-4233,Sales,117526.34,10369.37,1,3,5.52,2,Payday Loan,4,3,99.34538065303451,1,Standard,45440.35,9.79,167,No,4041.96,2044.33,Low_spent_Small_value_payments,3177.09,Standard
CUS_0x002288,CUS_00008840,October,Jacob French,68,642-21-5350,Artist,10640.79,818.91,2,3,5.16,0,Credit-Builder Loan,0,1,25.394889847514136,9,Standard,12216.16,42.21,160,Yes,451.33,118.92,High_spent_Small_value_payments,-294.8,Poor
CUS_0x002289,CUS_00008841,August,Ashley Harrison,71,650-69-5820,Entrepreneur,51674.77,3836.55,4,1,19.57,0,Auto Loan,12,5,-42.30534331989628,1,Standard,25296.28,45.81,119,No,311.27,92.31,High_spent_Small_value_payments,1666.19,Standard
CUS_0x00228a,CUS_00008842,April,Christopher Santos,20,316-20-4419,Student,7384.85,715.35,4,2,10.4,0,Debt Consolidation Loan,11,5,73.9928282745313,8,Good,12930.49,55.72,52,No,392.61,1.06,Low_spent_Small_value_payments,343.87,Poor
CUS_0x00228b,CUS_00008843,November,Eric Wagner,32,139-20-0388,Sales,53441.44,3815.42,2,2,11.29,2,Mortgage Loan,8,4,55.36127425966646,2,Standard,6878.95,76.29,71,No,2068.84,31.13,Low_spent_Large_value_payments,1087.95,Standard
CUS_0x00228c,CUS_00008844,October,Anthony Jones,71,429-38-9353,Entrepreneur,49290.23,4448.26,3,1,15.08,1,Payday Loan,10,2,5.159495909733572,3,Standard,24822.6,45.89,188,Yes,2604.05,20.4,High_spent_Small_value_payments,-2017.85,Standard
CUS_0x00228d,CUS_00008845,July,Jimmy Bennett,43,161-92-1011,Accountant,11717.61,1052.51,5,1,15.14,3,Credit-Builder Loan,14,2,71.02415454600214,2,Standard,22925.06,42.38,60,Yes,232.83,289.43,Low_spent_Large_value_payments,98.45,Poor
CUS_0x00228e,CUS_00008846,March,Sherri Rodriguez,72,286-66-7559,Teacher,33973.71,2686.68,3,4,21.11,1,Home Equity Loan,3,3,60.81308349786353,9,Good,944.29,84.75,267,Yes,706.09,221.04,Low_spent_Medium_value_payments,-578.08,Good
CUS_0x00228f,CUS_00008847,March,Marcus Hayes,58,238-57-2790,Manager,13738.37,984.2,2,0,7.16,1,Home Equity Loan,10,1,30.53660212954219,2,Standard,10287.75,93.0,271,Yes,342.39,168.23,Low_spent_Medium_value_payments,-306.7,Good
CUS_0x002290,CUS_00008848,December,Anthony Allen,66,165-16-9388,Artist,11492.67,1101.7,1,3,17.21,0,Home Equity Loan,41,3,-35.12123935515168,9,Standard,9110.71,4.48,275,Yes,201.56,94.21,Low_spent_Small_value_payments,177.18,Poor
CUS_0x002291,CUS_00008849,May,Nathan Branch,25,200-23-0971,Entrepreneur,24137.85,2078.36,1,2,18.41,0,Mortgage Loan,2,3,20.134718146720857,7,Standard,8147.8,6.65,79,Yes,578.96,459.37,Low_spent_Medium_value_payments,-38.11,Standard
CUS_0x002292,CUS_00008850,December,Aaron Chandler,39,043-51-9312,Sales,52561.68,4585.69,3,5,21.52,2,Auto Loan,8,3,87.32688357811875,2,Standard,3026.5,0.4,228,Yes,492.93,955.69,High_spent_Medium_value_payments,1018.65,Good
CUS_0x002293,CUS_00008851,July,Mark Nunez,41,787-43-8864,Lawyer,46868.88,4683.25,1,3,21.0,0,Student Loan,18,2,36.79909662160321,5,Standard,10137.28,2.99,126,Yes,1228.16,720.55,Low_spent_Small_value_payments,-1564.88,Poor
CUS_0x002294,CUS_00008852,September,Denise Bell,69,223-51-4097,Artist,3517.17,351.38,1,2,22.89,1,Home Equity Loan,0,3,98.92364123918458,0,Standard,3792.65,73.89,89,No,122.82,18.26,High_spent_Small_value_payments,27.62,Poor
CUS_0x002295,CUS_00008853,May,Deborah Garcia,19,761-04-0545,Manager,56512.6,4241.7,1,0,18.59,0,Mortgage Loan,2,1,47.129146196298294,9,Good,31681.45,21.91,17,No,2310.88,1269.74,High_spent_Medium_value_payments,-531.52,Standard
CUS_0x002296,CUS_00008854,May,Megan Johnson,21,584-49-8056,Entrepreneur,352294.05,23551.08,3,0,19.73,0,Student Loan,8,2,54.24195931950598,5,Good,539181.59,35.27,191,No,4472.98,2843.32,Low_spent_Small_value_payments,779.24,Good
CUS_0x002297,CUS_00008855,October,Andrew Brown,60,809-53-2356,Engineer,12963.04,1041.57,1,2,23.22,2,Credit-Builder Loan,2,1,64.30099288935966,1,Good,12071.14,76.58,70,No,562.71,148.53,Low_spent_Small_value_payments,268.12,Poor
CUS_0x002298,CUS_00008856,June,Cody Copeland,42,123-90-7640,Other,23679.71,2340.65,2,1,12.44,3,Student Loan,10,4,-22.23904194035574,8,Standard,43237.76,11.34,265,No,517.03,496.04,High_spent_Large_value_payments,-1041.4,Poor
CUS_0x002299,CUS_00008857,June,Lance Kennedy,47,812-23-9447,Artist,27294.8,2256.17,1,1,22.17,0,Payday Loan,0,5,-2.282335995873133,6,Bad,50217.47,21.48,184,Yes,851.55,25.64,High_spent_Small_value_payments,956.06,Poor
CUS_0x00229a,CUS_00008858,December,George Jordan,54,240-11-4434,Sales,5073.56,415.64,3,1,21.55,2,Debt Consolidation Loan,2,0,16.756098410321414,8,Standard,6441.83,75.24,45,Yes,246.18,39.62,High_spent_Large_value_payments,20.41,Poor
CUS_0x00229b,CUS_00008859,December,Christy Roach,52,184-05-8115,Manager,60197.48,4501.67,2,2,9.82,1,Home Equity Loan,5,0,-7.456752392477348,5,Standard,70779.02,21.37,196,No,1745.01,1158.11,High_spent_Small_value_payments,-1678.32,Standard
CUS_0x00229c,CUS_00008860,January,Stephanie Robinson,21,809-88-0742,Other,48975.32,3793.07,3,1,17.5,0,Student Loan,6,0,26.751106666935428,1,Standard,62305.09,24.91,270,Yes,622.33,437.4,Low_spent_Large_value_payments,1346.05,Standard
CUS_0x00229d,CUS_00008861,May,Judith Martin,74,575-60-4159,Student,17609.24,1310.78,1,4,23.18,0,Auto Loan,4,2,45.92359816526012,1,Standard,26723.19,21.23,227,Yes,721.36,10.32,Low_spent_Small_value_payments,-212.48,Poor
CUS_0x00229e,CUS_00008862,September,Tiffany Berg,70,519-73-3154,Engineer,26013.84,2090.22,2,1,18.56,0,Mortgage Loan,2,0,55.70375255296136,4,Good,23648.9,58.47,169,No,704.99,102.25,High_spent_Small_value_payments,747.54,Standard
CUS_0x00229f,CUS_00008863,October,Katelyn Carter,21,554-94-6513,Engineer,55610.4,4975.14,2,3,16.55,3,Home Equity Loan,29,1,18.952374394629217,7,Standard,56641.14,16.38,244,No,958.75,681.45,High_spent_Small_value_payments,1339.91,Standard
CUS_0x0022a0,CUS_00008864,May,John Myers,45,708-83-7720,Lawyer,28491.76,2215.4,2,2,24.35,2,Student Loan,0,0,-47.37055366459539,0,Standard,21852.88,73.19,187,Yes,1164.76,400.67,High_spent_Large_value_payments,342.96,Good
CUS_0x0022a1,CUS_00008865,June,Kendra Moses,45,515-98-8454,Engineer,16313.24,1446.31,5,4,6.25,2,Student Loan,3,2,-0.02341526495217039,2,Good,1675.53,67.38,281,Yes,615.03,348.48,Low_spent_Large_value_payments,-223.85,Good
CUS_0x0022a2,CUS_00008866,August,Brian Drake,46,034-84-5736,Sales,13333.31,977.93,3,2,17.75,1,Personal Loan,3,3,28.06463970664859,4,Bad,7077.98,99.12,8,Yes,162.37,217.57,High_spent_Large_value_payments,147.26,Poor
CUS_0x0022a3,CUS_00008867,November,Timothy Hernandez,58,213-68-3646,Engineer,39914.82,3749.21,3,2,13.2,1,Personal Loan,1,1,15.044202808522016,8,Good,47585.17,17.72,8,Yes,2199.9,332.96,High_spent_Large_value_payments,-44.48,Poor
CUS_0x0022a4,CUS_00008868,January,Vincent Hernandez,28,477-64-5496,Engineer,25665.9,2067.93,1,3,10.49,1,Credit-Builder Loan,14,1,39.57325644361988,8,Standard,46414.76,85.08,216,Yes,422.63,610.78,Low_spent_Small_value_payments,482.97,Standard
CUS_0x0022a5,CUS_00008869,February,Dustin Warren,78,031-51-3968,Nurse,89529.4,7196.94,4,2,23.74,0,Auto Loan,19,2,0.342265500539483,8,Standard,21218.16,84.64,127,No,2664.43,1023.56,Low_spent_Large_value_payments,3053.0,Standard
CUS_0x0022a6,CUS_00008870,August,Deborah Pierce,74,625-52-8993,Manager,10030.96,807.91,4,2,8.25,4,Student Loan,15,0,47.45142587666756,3,Standard,19560.3,5.44,10,Yes,264.06,185.15,High_spent_Medium_value_payments,60.63,Poor
CUS_0x0022a7,CUS_00008871,June,Andrew Richard,73,731-22-6851,Other,45730.64,4209.64,2,2,11.08,0,Payday Loan,10,2,-15.689128793088187,0,Standard,70241.27,92.89,214,No,292.88,225.91,High_spent_Small_value_payments,-751.41,Poor
CUS_0x0022a8,CUS_00008872,October,Nathaniel Richardson,47,647-40-2127,Doctor,54056.69,4485.51,1,5,9.02,0,Credit-Builder Loan,10,0,30.89493860428317,9,Bad,84884.36,86.36,183,Yes,2420.9,92.89,Low_spent_Small_value_payments,-11.68,Standard
CUS_0x0022a9,CUS_00008873,March,David Hopkins,60,585-61-0913,Sales,12166.79,1170.31,3,2,10.03,1,Mortgage Loan,26,2,-34.284884089454735,1,Good,23506.57,16.5,99,Yes,189.87,203.08,Low_spent_Large_value_payments,477.88,Poor
CUS_0x0022aa,CUS_00008874,May,Stephen Evans,61,391-10-6317,Lawyer,4947.97,463.91,4,1,14.13,0,Payday Loan,3,2,19.992529931632262,0,Bad,4161.1,30.93,246,Yes,120.49,80.44,High_spent_Small_value_payments,-214.59,Standard
CUS_0x0022ab,CUS_00008875,November,Natasha Johnson,48,485-86-6227,Other,12175.95,1070.2,2,2,19.75,0,Payday Loan,0,2,51.57813199512523,6,Good,14135.01,55.58,22,Yes,420.76,288.95,Low_spent_Small_value_payments,-278.76,Poor
CUS_0x0022ac,CUS_00008876,January,Charles Bishop,27,438-85-6009,Teacher,16991.23,1310.97,1,1,23.05,0,Student Loan,2,3,-5.9416132835962046,3,Standard,8086.49,16.84,103,Yes,589.05,257.65,Low_spent_Small_value_payments,230.07,Standard
CUS_0x0022ad,CUS_00008877,December,Bradley Goodman,62,776-34-3251,Other,13562.64,926.08,1,3,12.6,2,Personal Loan,2,3,80.22896786892474,5,Standard,6821.59,80.06,249,Yes,61.34,264.99,High_spent_Large_value_payments,-37.72,Poor
CUS_0x0022ae,CUS_00008878,November,Sean Jackson DDS,66,470-05-5410,Manager,20936.86,1430.39,1,0,15.84,1,Personal Loan,4,3,16.915676195759744,6,Good,28581.07,74.36,229,No,56.8,367.83,Low_spent_Medium_value_payments,112.49,Standard
CUS_0x0022af,CUS_00008879,August,Frank Osborne,54,852-22-3894,Student,3547.32,279.81,3,2,9.65,0,Mortgage Loan,4,0,0.11592757365762907,5,Good,6829.15,92.31,64,No,59.89,51.5,Low_spent_Medium_value_payments,-19.58,Good
CUS_0x0022b0,CUS_00008880,May,Ruth Baird,58,281-51-4400,Other,20241.03,1836.26,2,2,16.31,0,Auto Loan,8,3,49.5601480222339,5,Standard,15542.6,26.52,141,Yes,723.32,400.77,Low_spent_Large_value_payments,60.45,Poor
CUS_0x0022b1,CUS_00008881,October,Vickie Stokes,21,010-38-8804,Sales,49225.86,4217.6,4,1,18.9,0,Home Equity Loan,29,1,45.244929215461,6,Bad,64819.86,29.72,217,Yes,1613.2,617.9,Low_spent_Large_value_payments,1725.42,Standard
CUS_0x0022b2,CUS_00008882,November,Stefanie Brennan,18,088-75-9719,Manager,6823.53,457.35,4,1,5.34,1,Mortgage Loan,4,1,62.14858996437151,5,Bad,2308.87,36.27,97,Yes,166.96,131.5,High_spent_Medium_value_payments,214.23,Standard
CUS_0x0022b3,CUS_00008883,February,Jared Mullins,78,750-31-2883,Manager,13275.83,932.29,3,0,21.29,1,Credit-Builder Loan,2,1,55.72739189543519,2,Standard,25892.85,46.73,42,No,81.71,30.33,High_spent_Small_value_payments,-295.27,Poor
CUS_0x0022b4,CUS_00008884,June,Megan Washington,64,073-98-1891,Manager,40161.78,2803.56,1,0,20.34,0,Auto Loan,15,0,-15.994001171261381,2,Standard,17120.63,48.35,218,Yes,1484.8,769.2,High_spent_Large_value_payments,-765.02,Standard
CUS_0x0022b5,CUS_00008885,April,John Rogers,28,185-45-9876,Entrepreneur,18268.83,1340.41,2,3,22.95,1,Student Loan,2,1,17.70833833749414,3,Standard,4151.52,82.36,257,Yes,803.25,382.73,Low_spent_Large_value_payments,-543.86,Good
CUS_0x0022b6,CUS_00008886,May,Melanie White,71,596-10-6643,Manager,59209.15,4880.29,3,0,7.56,1,Debt Consolidation Loan,18,0,39.165847023763064,0,Standard,25205.3,91.77,225,No,396.33,128.98,High_spent_Large_value_payments,-1912.36,Standard
CUS_0x0022b7,CUS_00008887,January,Terry Farmer,60,134-78-2328,Entrepreneur,34916.05,3179.54,4,3,8.72,0,Credit-Builder Loan,17,3,65.14711659211595,1,Good,12770.91,43.62,295,Yes,1497.47,560.94,Low_spent_Large_value_payments,-550.84,Good
CUS_0x0022b8,CUS_00008888,October,Danielle Scott,54,566-57-5413,Artist,3896.96,376.32,3,2,19.28,1,Debt Consolidation Loan,6,4,43.32459301012571,4,Standard,2843.32,40.98,190,No,87.65,61.87,High_spent_Large_value_payments,-151.0,Standard
CUS_0x0022b9,CUS_00008889,January,Karen Hickman,53,089-63-6640,Artist,125224.9,11337.8,1,3,24.44,1,Payday Loan,34,3,5.971163172446339,4,Bad,181199.81,61.95,244,No,5612.2,2776.83,High_spent_Medium_value_payments,-136.65,Poor
CUS_0x0022ba,CUS_00008890,May,John Moore,77,265-47-8533,Student,3879.88,275.26,4,4,20.98,0,Home Equity Loan,5,2,33.09124073722515,8,Good,7086.36,59.96,253,No,95.53,6.59,Low_spent_Small_value_payments,-90.29,Standard
CUS_0x0022bb,CUS_00008891,October,Kelly Huffman,64,242-56-7093,Doctor,56143.7,4103.92,1,3,13.77,2,Credit-Builder Loan,5,0,32.82997163050675,7,Standard,80769.85,98.61,61,Yes,379.14,858.11,High_spent_Large_value_payments,2031.65,Good
CUS_0x0022bc,CUS_00008892,April,Kevin Robinson,78,679-37-0781,Other,30377.4,2246.42,1,3,14.71,2,Home Equity Loan,0,1,-13.363485856041692,9,Standard,56736.67,10.93,232,No,169.34,652.6,Low_spent_Small_value_payments,-28.17,Standard
CUS_0x0022bd,CUS_00008893,April,Morgan Lang,33,484-66-3575,Artist,7176.84,625.62,2,4,5.2,3,Payday Loan,20,1,83.73880411555254,2,Good,7316.84,59.81,11,Yes,150.37,79.26,High_spent_Large_value_payments,222.14,Poor
CUS_0x0022be,CUS_00008894,March,Mark Bell,64,650-74-2991,Sales,26641.6,2165.77,1,1,14.14,0,Student Loan,8,2,29.076401508464556,7,Standard,17908.06,98.9,125,No,470.48,274.55,Low_spent_Large_value_payments,574.76,Standard
CUS_0x0022bf,CUS_00008895,March,Jennifer Sullivan,32,660-67-0387,Nurse,7175.33,492.41,1,3,6.58,2,Auto Loan,27,1,86.76691023351242,5,Good,13625.4,9.68,192,No,169.01,128.22,High_spent_Medium_value_payments,128.38,Poor
CUS_0x0022c0,CUS_00008896,June,Alison Chapman,79,428-43-3909,Lawyer,27295.96,2380.17,3,1,5.65,2,Student Loan,5,1,77.44982409604701,2,Good,15223.35,2.98,296,No,79.56,362.81,Low_spent_Small_value_payments,1081.74,Good
